"","birth_yr","registered_voter","gender","race_eth","educ","pid7","ideology","income","facets_1","facets_2","facets_3","facets_4","facets_5","facets_6","facets_7","facets_8","facets_9","facets_10","facets_11","facets_12","facets_13","facets_14","facets_15","facets_16","facets_17","facets_18","facets_19","facets_20","big_five_1","big_five_2","big_five_3","big_five_4","big_five_5","big_five_6","big_five_7","big_five_8","big_five_9","big_five_10","vote","prefered_candidate","talk_politics","display_sign","persuade_vote","donate","written_politician","vote_2012","abortion","birth_citizenship","gay_marriage","affirmative_action","guns","global_warming","anger","breakfast_control","anger_politics","salience","cand_strong_position","compromise","blame_other_party","govt_corrupt","govt_unresponsive","govt_satisfied","vote_likelihood_2016","talk_about_2016","donate_likelihood16","display_yard_sign16","work_campaign16","attend_rally16"
"641","1948","1","2","1","2","4","4","2","4","2","2","4","4","2","4","1","2","2","4","4","4","2","4","1","2","1","2","2","2","5","6","6","3","3","6","1","2","2","2","18","2","2","1","2","2","1","4","1","3","4","3","1","My brother-in-law gets me out of bed to tell me he needs his last year's tax return or proof of tax filing (not even sure which) to be faxed today (the last possibe day).  I hate procrastination for this very reason.  He cannot find a copy in the file because they were out of printer ink, so I could not print it for them.  I vaguely recall mailing a copy since I know that they need them for different reasons, but not so sure about that.  He is in his vehicle and can't talk so much, so will call me back.  I am about to get up and go swim for my regular exercise session that I have recently started and would like to be diligent about.  Then I would go out to eat, so am also hungry.  He calls back from home and wants me to call the agency which has numerous different areas and would have to call me back.  I tell my brother-in-law that it would be better if he called me from the agency office.  He drives back to the agency office, only to find that he has left another paper at home and so he cannot complete the application even on this last day.  I had also told him that I would rather email the tax return to the agency, but he calls again to ask me to fax it so that they may help him anyway since he got that done.  I never did get to swim.  I did eat at home which is something I have been wanted to do more of to save money.  Then he calls today to be sure that I faxed it.....the nerve!!!","","","","1","3","4","7","10","3","1","1","7","7","7","7"
"642","1984","1","1","1","4","1","4","10","1","2","1","1","2","1","2","3","4","3","2","1","1","2","3","2","2","1","2","1","7","6","7","6","6","5","4","5","6","7","1","1","2","1","2","1","1","1","3","1","3","1","1","2","","asd","","","1","1","2","10","7","9","1","1","1","2","1","2"
"643","1953","1","2","1","4","6","4","2","3","3","3","3","3","3","4","3","3","4","2","2","2","2","2","3","2","2","5","3","4","4","4","4","4","4","4","1","4","1","2","1","1","2","2","2","2","1","4","1","1","1","1","1","","","","no thoughts at this time","4","3","4","8","6","0","1","7","7","7","7","7"
"644","1946","1","1","1","4","4","4","4","3","1","1","1","1","3","4","3","3","3","3","1","1","3","2","2","3","3","3","3","1","4","4","1","4","6","4","2","4","4","1","14","1","2","2","2","2","1","3","2","1","3","1","2","","Bacon egg and cheese biscuit, felt good.","","","4","3","6","7","7","0","4","7","7","7","7","7"
"645","1964","1","2","1","1","1","2","3","5","4","2","4","4","1","2","1","1","4","2","2","2","2","1","4","4","1","4","2","5","2","7","2","2","6","7","1","3","6","1","1","6","2","2","2","2","1","2","2","1","4","1","1","When politicians bad mouth each other. Talk about issues not who had an affair or if someone is fat","","","","2","1","7","2","2","2","1","1","7","1","6","3"
"646","1980","1","2","1","4","1","1","11","3","3","2","3","3","2","4","3","4","3","1","2","2","1","2","4","4","4","4","4","1","1","5","4","4","6","7","1","7","5","1","1","7","2","1","2","2","1","4","1","1","2","1","2","","","I was angry with Trumps recent comments on the former beauty queen. He called her names because of her race and shamed her for gaining weight. He's racist and unfit to be president if he can't be respectful toward women. ","","2","1","5","6","6","7","1","4","7","7","7","7"
"647","1946","1","1","1","5","6","5","7","4","4","3","2","2","4","4","3","3","2","3","3","3","2","4","4","4","4","4","4","5","2","6","2","6","5","6","2","6","4","1","2","5","2","2","2","2","1","2","1","3","3","3","3","","As usual, I had a breakfast of cinnamon raisin bagel and coffee.  It was invigorating and fulling.  A good way to start the day.","","","1","3","4","9","8","1","1","2","3","3","4","3"
"648","1962","1","1","1","1","5","5","11","4","3","2","3","3","2","3","4","3","3","2","3","3","2","2","3","3","4","4","2","3","5","7","2","6","5","3","2","5","2","2","14","4","2","1","2","2","1","4","1","1","4","1","2","","","","while I was watching the debate I thought this country is in sad shape if Hillary gets elected. but I not sure if trump is much better.","4","3","4","9","9","1","1","1","4","3","7","7"
"649","1956","1","1","1","6","7","7","14","4","2","2","1","3","4","4","4","4","4","1","1","1","1","1","4","4","4","4","4","3","-99","1","2","5","5","5","2","6","6","1","14","1","2","2","2","2","1","3","2","3","4","1","3","My wife's medical lab results were not told to her for three weeks, and found she had an infection.","","","","2","2","4","4","6","2","1","3","7","7","7","7"
"650","1980","1","1","1","6","7","6","10","5","4","4","5","5","5","5","4","3","4","3","3","3","4","3","4","5","4","3","4","7","6","7","6","5","6","7","6","6","7","1","18","3","1","2","2","2","1","3","1","2","1","1","3","","","","Excellent ","1","1","1","10","10","10","1","1","1","1","1","1"
"651","1954","1","1","1","2","7","6","11","3","2","2","2","2","3","4","3","3","4","3","3","3","2","3","3","3","4","4","3","5","3","5","3","5","2","5","3","6","3","1","18","6","1","1","1","2","1","3","1","3","3","3","3","seeing someone bullied","","","","1","1","2","6","5","4","1","1","2","3","4","2"
"652","1986","1","1","1","6","1","1","13","5","4","5","4","5","5","4","4","5","4","3","4","5","5","4","4","5","4","5","4","7","7","6","6","7","7","6","7","6","7","1","3","4","1","1","1","1","1","1","1","1","1","1","1","","","911","","1","2","1","9","8","10","1","1","2","1","2","2"
"653","1966","1","1","1","4","1","1","5","5","5","5","5","5","1","1","1","1","2","4","4","5","4","3","1","1","1","1","3","1","5","5","6","2","6","4","3","2","6","1","1","2","2","2","2","2","1","4","2","1","2","1","1","","I did not eat breakfast this morning. I have insomnia, and didn't awaken until after noon.","","","4","4","3","6","6","5","1","3","7","7","7","7"
"654","1969","1","2","1","2","7","4","11","5","3","4","4","5","3","4","2","1","5","1","1","1","1","1","5","5","5","5","5","3","1","7","1","7","2","7","1","7","1","2","18","8","2","2","2","2","2","2","1","3","2","1","1","I don't remember ","","","","1","2","2","10","10","0","2","1","6","2","6","4"
"655","1977","1","2","1","5","3","3","14","5","4","2","2","4","2","4","4","2","2","2","2","2","2","2","4","4","4","4","4","7","2","6","5","6","6","6","2","6","3","1","1","8","2","1","2","1","1","4","2","3","3","1","1","I saw a dog tied in a yard with a short leash and no water.  I worried about the dog and felt like I should go into the yard and free him, but I feared for my own safety.  After I passed by I was angry with myself for placing my own welfare over that of the dog.","","","","2","1","2","9","8","2","1","1","1","2","5","1"
"656","1963","1","1","1","4","2","4","8","4","3","3","3","3","2","2","2","1","2","3","3","3","2","2","3","3","3","4","3","5","5","6","4","6","5","7","3","5","3","1","2","8","2","2","1","1","1","4","2","1","2","1","2","","","","politicians mostly self centered, make the low to benefit the bankers. look for Wells Fargo deal. Slap on a hand.","1","2","3","10","10","2","1","1","1","4","4","1"
"657","1983","1","1","1","6","1","7","8","5","4","5","5","3","5","2","2","1","3","5","5","5","4","3","1","3","2","2","3","5","6","5","7","7","7","5","6","4","4","1","1","3","2","1","2","2","1","2","2","1","3","1","1","","eggs, bacon, orange juice, coffee all this make from my wife","","","2","2","3","3","8","9","2","2","3","3","2","3"
"658","1942","1","2","3","5","7","4","12","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","3","5","3","5","5","5","3","5","4","1","18","3","2","1","2","2","1","3","2","3","3","1","2","","","","I used to think politics was good and it made me feel good to be an American.  Lately, the leaders that are in office are disappointing and the direction the country is going is not good.  I feel that politics have let the American people down.  The people in office have not done well for America.  We let the people elect the leaders and they fail us.  It is a very disappointing time in America.","1","1","2","7","7","5","1","1","1","1","3","3"
"659","1945","1","2","1","4","7","7","1","4","4","4","4","4","2","4","2","2","2","1","1","1","1","1","5","5","5","5","5","7","1","7","5","6","7","7","1","7","1","1","18","2","2","1","1","1","1","2","3","3","5","1","1","I was sold a used Nintendo 3DS XL. It was defective. They also sold me a SD card. My grandson could not pay for it. Since I paid $159 for it I was furious. I walked into the store and demanded that I was not leaving until they got his game working or give me my money back. I was loud and very angry. They got it working for him. I apologized afterwards but explained I do not appreciate selling me something that is worthless.","","","","1","3","2","10","10","0","1","2","1","1","4","4"
"660","1981","1","1","1","6","2","6","12","3","3","4","4","2","3","3","2","2","4","1","1","1","1","1","4","3","2","4","2","3","2","2","2","6","2","2","1","5","2","1","1","1","2","2","2","2","1","3","3","1","2","3","4","","","politics is a double-edged sword, because people when they talk and have different ideas on this subject is complicated because they can cause fights, so I decided not to talk to friends about policies as well we avoid bad times.","","2","-99","4","6","8","7","1","3","5","4","5","6"
"661","1974","1","1","2","4","1","5","12","4","4","1","2","4","2","2","2","4","4","4","5","2","2","4","1","2","2","3","4","6","2","6","5","5","7","6","2","5","4","2","1","1","2","1","2","2","1","4","2","1","1","1","2","","","","I thought about politics during the recent televised presidential debate, my first thought was this is a circus and countries around the world are laughing at the U.S. /  / Never have we had such a poor choice of candidates, it's the lesser of two evils. I pray Donald Trump doesn't win, but in all likelihood he will because America just isn't ready for a female president. ","1","1","7","7","5","6","1","1","4","7","7","3"
"662","1996","1","2","1","3","2","3","5","4","2","2","4","3","2","2","4","2","3","2","3","3","2","1","4","4","4","4","3","3","2","6","5","5","5","6","1","3","2","2","2","4","2","2","2","2","2","4","2","1","5","1","2","","","","I was very disappointed when I found out Bernie Sanders would not be the democratic presidential nominee. I can't help but feel like Hillary Clinton and Donald Trump are both bad choices. Donald Trump has made extremely vile comments towards women and has a senseless way about him, I don't believe he will be taken seriously when viewed by other countries and I'm afraid that means Americans will be taken advantage of. Hillary Clinton has flip-flopped on many subjects in the past and it makes her seem untrustworthy. She has also made rude comments about Bernie Sanders and Donald Trump supporters.","3","3","6","7","6","3","1","2","6","6","6","6"
"663","1992","1","2","1","2","5","4","11","5","5","5","5","5","3","3","3","2","3","3","3","3","4","3","3","3","3","3","3","7","4","5","5","5","5","6","4","4","4","1","14","4","2","2","2","1","1","2","1","3","3","3","2","","","I felt very angry about politics when I had to sit in on a debate where people started going at one another regarding who they were voting for. It was absolutely ridiculous.","","4","2","4","10","10","0","4","1","1","7","7","7"
"664","1980","1","1","1","6","1","1","12","3","1","1","1","1","5","5","5","5","5","1","1","1","1","1","5","5","5","5","5","7","5","7","1","7","7","7","1","7","4","1","1","3","1","2","1","2","1","1","2","1","1","1","1","i dislike much better things.","","","","1","1","4","10","10","9","1","1","1","2","3","1"
"665","1980","1","1","1","4","1","1","13","5","4","4","5","3","2","3","2","1","4","3","3","3","2","2","4","3","2","3","3","6","5","6","2","6","4","6","1","6","1","1","1","3","2","1","1","2","1","2","1","1","1","1","1","","I ate bacon with some eggs, bread and juice, I felt really great when I was eating it","","","1","1","5","0","0","10","1","2","1","4","2","1"
"666","1946","1","2","1","1","1","6","7","3","1","2","2","3","3","4","4","5","4","1","3","3","2","1","4","3","3","5","3","5","1","6","3","6","5","7","1","6","2","1","18","3","2","2","2","2","1","1","2","2","2","1","3","","","this first debait was so unfair I feel Trump should be president. For I saw Clinton using a wire which was a wrong to use in the first place","","1","1","7","9","10","0","1","2","4","2","4","3"
"667","1962","1","1","1","3","1","2","6","4","1","3","1","3","4","4","4","5","3","1","2","1","1","1","4","5","4","5","3","5","1","7","1","6","2","6","4","6","2","1","2","5","2","2","2","2","1","1","2","1","2","1","4","","","Donald Trump, enough said!","","4","2","4","8","10","0","1","1","7","7","7","7"
"668","1983","1","2","1","4","2","2","6","4","4","4","4","4","4","4","4","4","-99","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","1","1","4","1","1","1","2","1","4","3","1","2","1","2",".......","","","","2","2","5","7","6","5","2","2","2","2","2","2"
"669","1982","1","1","1","3","1","6","10","2","1","1","1","3","2","4","2","3","4","1","1","1","1","1","1","1","1","4","3","6","3","5","1","6","6","6","1","6","5","1","1","4","1","1","2","2","1","1","2","3","1","1","2","","egg, bread, ham and cheese, i felt agusto, relax, no pressure","","","2","2","7","0","2","8","2","2","7","7","7","3"
"670","1985","1","1","2","2","3","3","3","5","4","4","4","5","2","1","2","2","1","1","1","1","1","1","5","5","4","5","5","1","4","6","7","7","7","7","1","6","4","2","2","1","2","2","2","2","3","3","2","1","2","1","2","","","","I think about politics a lot, most of time when watching the news. I get upset when  many times politics are shown on media as right or wrong or us vs them. Most political problems are not that simple.","3","2","6","8","7","2","2","7","7","7","7","7"
"671","1984","1","2","1","4","6","3","15","5","3","4","5","3","4","2","3","5","4","5","2","3","2","5","2","3","2","4","5","7","4","7","4","5","7","5","4","7","5","1","18","3","2","2","2","2","1","3","3","1","2","1","2","","","","","1","1","1","6","8","9","1","1","1","2","1","2"
"672","1992","1","2","1","3","7","6","3","4","3","4","5","5","2","3","3","2","3","4","5","5","5","5","2","2","2","3","1","6","4","2","6","4","2","4","6","2","4","1","18","3","1","1","2","2","1","1","1","2","1","2","2","","","Whenever i wanted the debate on between Trump and Hilary i got very angry. Mainly because she was just trying to lie and get everyone to go her way and Trump wasn't trying hard enough to put her down and get everyone to understand that he is what needs to be done.","","1","1","2","6","3","7","1","1","2","2","2","1"
